"fruit jars","NY63A","556a"," ","N"," "," ","MS"," ",176
"pail","NY63A","556a"," ","N","Y"," ","MS","pail: molass",176
"jug","NY63B","556b"," ","N","Y"," ","MS","jug: molasse",177
"butter firkin","NY63B","556b"," ","N"," "," ","MS"," ",177
"crock","NY63B","556b"," ","N"," "," ","MS"," ",177
"jar","NY63B","556b"," ","N"," "," ","MS"," ",177
"butter tub","NY63B","556b"," ","N"," "," ","MS"," ",177
"cans","NY63B","556b"," ","N"," "," ","MS"," ",177
"firkin","NY63B","556b"," ","N"," "," ","MS"," ",177
"butter tub","NY63B","556b"," ","N"," "," ","MS"," ",177
"lard tub","NY63B","556b"," ","N"," "," ","MS"," ",177
"mug","NY63C","556c"," ","N"," "," ","MS"," ",178
"jug of molasses","NY63C","556c"," ","N"," "," ","MS"," ",178
"pitcher","NY63C","556c"," ","N"," "," ","MS"," ",178
"lard pail","NY63D!","556d!"," ","N"," "," ","MS"," ",179
"ERROR","NY63D!","556d!"," ","N","Y"," ","MS"," ",179
"cans","NY63D!","556d!"," ","N","Y"," ","MS"," ",179
"ERROR","NY63D!","556d!"," "," "," "," ","MS"," ",179
"stone jug","NY64A","557a"," ","N"," "," ","MS"," ",180
"stone jars","NY64A","557a"," ","N"," "," ","MS"," ",180
"crocks","NY64A","557a"," ","N"," "," ","MS"," ",180
"jug","NY64A","557a"," ","N","Y"," ","MS","jug,stone ju",180
"crock","NY64B","557b"," ","N"," "," ","MS"," ",181
"jugs","NY64B","557b"," ","N","Y"," ","MS","jugs: molass",181
"lard pail","NY64C!","557c!"," ","N"," "," ","MS"," ",182
"cannister","NY64C!","557c!"," ","N"," "," ","MS"," ",182
"firkin","NY64C!","557c!"," ","N","Y"," ","MS"," ",182
"pail","NY64C!","557c!"," ","N"," "," ","MS"," ",182
"keg of molasses","NY64C!","557c!"," ","N"," "," ","MS"," ",182
"syrup can","NY64C!","557c!"," ","N"," "," ","MS"," ",182
"kettle","NJ1A","1"," ","N"," "," ","MS"," ",183
"cup","NJ1A","1"," ","N"," "," ","MS"," ",183
"can","NJ1B","2"," ","N"," "," ","MS"," ",184
"jug","NJ1B","2"," ","N"," "," ","MS"," ",184
"cup","NJ2A","3(*)"," ","N"," "," ","MS"," ",185
"can","NJ2A","3(*)"," ","N"," "," ","MS"," ",185
"jug","NJ2B","4"," ","N"," "," ","MS"," ",186
"firkin","NJ2B","4"," ","N","Y"," ","MS","firkin: wood",186
"tin kettle","NJ2B","4"," ","N"," "," ","MS"," ",186
"can","NJ3A","5"," ","N"," "," ","MS"," ",187
"cup","NJ3A","5"," ","N"," "," ","MS"," ",187
"cup","NJ3B","6"," ","N"," "," ","MS"," ",188
"can","NJ3B","6"," ","N"," "," ","MS"," ",188
"can","NJ4A","7"," ","N"," "," ","MS"," ",189
"pitcher","NJ4A","7"," ","N"," "," ","MS"," ",189
"pitcher","NJ4B","8"," ","N"," "," ","MS"," ",190
"kettle","NJ4B","8"," ","N"," "," ","MS"," ",190
"firkin","NJ5A","9"," ","N"," "," ","MS"," ",191
"can","NJ5A","9"," ","N"," "," ","MS"," ",191
"cup","NJ5A","9"," ","N"," "," ","MS"," ",191
"can","NJ5B","10"," ","N"," "," ","MS"," ",192
